,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Question,Equation
63,63,63,63,63,63,63,63,63,63,Mary is baking a cake. The recipe calls for i cups of flour and j cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar How many cups of flour did she put in?,( ( i - j ) - k )
64,64,64,64,64,64,64,64,64,64,Baker made i cakes and j pastries. If he sold k cakes and l pastries How many cakes would baker still have?,( i - k )
65,65,65,65,65,65,65,65,65,65,Dave had i files and j apps on his phone. After deleting some apps and files he had k apps and l files left. How many files did he delete?,( i - l )
66,66,66,66,66,66,66,66,66,66,An industrial machine made i shirts yesterday and j shirts today. It can make 2 shirts a minute. How many minutes did the machine work today?,( j / k )
67,67,67,67,67,67,67,67,67,67,Rebecca wants to split a collection of eggs into i groups. Rebecca has j marbles and k eggs. How many eggs will each group have?,( k / i )
68,68,68,68,68,68,68,68,68,68,Matthew had some crackers. If Matthew gave i crackers to each of his j friends How many crackers did Matthew have?,( j * i )
69,69,69,69,69,69,69,69,69,69,Olivia spent i dollars at a supermarket. If she has j dollars left with her How much money did she have initially?,( i + j )
70,70,70,70,70,70,70,70,70,70,If Lewis earns $ i every week during the j weeks of a harvest season. How much money will he earn if he works for k harvest seasons?,( ( i * j ) * k )
71,71,71,71,71,71,71,71,71,71,Because of the decision Sofia asked i students to suggest specific types of food. j students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,( i - j )
72,72,72,72,72,72,72,72,72,72,Jack received i emails and j letters in the morning. He then received k emails and l letters in the afternoon. How many emails did jack receive in the day?,( i + k )
73,73,73,73,73,73,73,73,73,73,Paco had i cookies. He ate j of them. Then he bought k more cookies How many cookies did Paco have left?,( ( i - j ) + k )
74,74,74,74,74,74,74,74,74,74,Because of the decision Sofia asked the students to suggest specific types of food. If i students suggested adding mashed potatoes as well as bacon while j suggested adding only bacon to the menu How many students suggested adding bacon?,( i + j )
75,75,75,75,75,75,75,75,75,75,If each bag has i cookies and you had j bags of cookies How many cookies would you have?,( j * i )
76,76,76,76,76,76,76,76,76,76,Rachel had to complete i pages of reading homework and j pages of math homework. How many more pages of math homework than reading homework did she have?,( j - i )
77,77,77,77,77,77,77,77,77,77,Allan brought i balloons and Jake brought j balloons to the park. Allan then bought k more balloons at the park. How many balloons did Allan bring to the park?,( i + k )
78,78,78,78,78,78,78,78,78,78,"Julia played tag with i kids on monday, j kids on tuesday and k kids on wednesday. How many more kids did she play with on tuesday than on wednesday?",( j - k )
79,79,79,79,79,79,79,79,79,79,The Razorback shop makes $ i dollars off each jersey and $ j off each t-shirt. During the Arkansas and Texas tech game they sold k t-shirts and l jerseys. How much money did they make from selling the t-shirts?,( j * k )
80,80,80,80,80,80,80,80,80,80,i children were riding on the bus. At the bus stop j children got off the bus while some more got on the bus. Then there were k children altogether on the bus. How many more children got off the bus than those that got on?,( i - k )
81,81,81,81,81,81,81,81,81,81,Brenda's mother made i cookies for j guests. If each of them had the same number of cookies How many did each of them have?,( i / j )
82,82,82,82,82,82,82,82,82,82,Tiffany was collecting cans for recycling. On monday she had i bags of cans. The next day she found some more bags worth of cans. If she had a total of j bags altogether How many bags did she find on the next day?,( j - i )
83,83,83,83,83,83,83,83,83,83,In a school there are i girls and j boys. k more girls joined the school. How many more girls than boys does the school have?,( ( i + k ) - j )
84,84,84,84,84,84,84,84,84,84,Emily is making bead necklaces for her friends where each necklace takes i beads. She made j necklaces. How many beads did Emily have?,( j * i )
85,85,85,85,85,85,85,85,85,85,Randy has i blocks. He uses j blocks to build a house and k blocks to build a tower. How many more blocks did he use to build the tower than he did to build the house?,( k - j )
86,86,86,86,86,86,86,86,86,86,i birds and j storks were sitting on the fence. k more birds came to join them. How many more storks than birds are sitting on the fence?,( j - ( i + k ) )
87,87,87,87,87,87,87,87,87,87,The Razorback t-shirt shop made $ i dollars from selling j t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?,( i / j )
88,88,88,88,88,88,88,88,88,88,Paco had i cookies. He ate j cookies and gave k of them to his friend. How many more cookies did he give to his friend than those he ate?,( k - j )
89,89,89,89,89,89,89,89,89,89,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that i visitors came to the Buckingham palace that day. If there were j visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",( i - j )
90,90,90,90,90,90,90,90,90,90,Josh had i marbles in his collection. He found j marbles while he lost k marbles. How many more marbles did he find than those he lost?,( j - k )
91,91,91,91,91,91,91,91,91,91,Because of the decision Sofia asked the students to suggest specific types of food. If i students suggested adding mashed potatoes while j suggested adding bacon to the menu How many more students suggested mashed potatoes than those that suggested bacon?,( i - j )
92,92,92,92,92,92,92,92,92,92,Paco had i cookies. He ate j cookies and gave k of them to his friend. How many cookies did paco have left?,( ( i - j ) - k )
93,93,93,93,93,93,93,93,93,93,Paco had i cookies. He ate j cookies and gave k of them to his friend. How many more cookies did he eat than those he gave to his friend?,( j - k )
94,94,94,94,94,94,94,94,94,94,Julia played tag with i kids on monday. She played tag with j kids on tuesday. She spent a total of k hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,( i - j )
95,95,95,95,95,95,95,95,95,95,Dan has $ i. He bought a candy bar for $ j and a chocolate for $ k. How much money did he spend to buy chocolate than he did to buy candy bar?,( k - j )
96,96,96,96,96,96,96,96,96,96,Ed had i more marbles than Doug. Ed lost j of his marbles at the playground. How many more marbles did Ed have than Doug then?,( i - j )
97,97,97,97,97,97,97,97,97,97,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped i inches. The frog jumped j inches farther than the grasshopper and the mouse jumped k inches farther than the frog. How much farther did the mouse jump than the grasshopper?",( j + k )
98,98,98,98,98,98,98,98,98,98,Frank was reading through his favorite book. It took him i days to finish the book. If the book had j pages How many pages did he read per day?,( j / i )
99,99,99,99,99,99,99,99,99,99,There are i different books in the ' crazy silly school ' series. If you are yet to read j of the books How many books have you already read?,( i - j )
100,100,100,100,100,100,100,100,100,100,Allan brought i balloons and Jake brought j balloons to the park. Allan then bought 2 more balloons at the park. How many balloons did Allan and Jake have in the park?,( ( i + j ) + k )
101,101,101,101,101,101,101,101,101,101,Josh lost i marbles. If he had j marbles in his collection earlier How many marbles does he have now?,( j - i )
102,102,102,102,102,102,102,102,102,102,Allan brought i balloons and Jake brought j balloons to the park. Jake then bought k more balloons at the park. How many more balloons did Jake have than Allan in the park?,( ( j + k ) - i )
103,103,103,103,103,103,103,103,103,103,Faye was placing her pencils into i rows with j pencils in each row. How many pencils does she have?,( i * j )
104,104,104,104,104,104,104,104,104,104,A grocery store had i bottles of regular soda and j bottles of diet soda. How many more bottles of diet soda than regular soda did they have?,( j - i )
105,105,105,105,105,105,105,105,105,105,There are i baskets of peaches. Each basket has j red peaches and k green peaches. How many red peaches are in the baskets altogether?,( j * i )
106,106,106,106,106,106,106,106,106,106,During summer break i kids from Lawrence county go to camp and the rest stay home. Lawrence county has j kids in all. About how many kids stayed home?,( j - i )
107,107,107,107,107,107,107,107,107,107,There are i pots. Each pot has j flowers and k sticks in it. How many flowers are there in all?,( i * j )
108,108,108,108,108,108,108,108,108,108,Allan brought i balloons and Jake brought j balloons to the park. Allan then bought k more balloons at the park. How many more balloons did Allan have than Jake in the park?,( ( i + k ) - j )
109,109,109,109,109,109,109,109,109,109,"A chef had i apples. After making some pies, he had used j. How many apples remained?",( i - j )
110,110,110,110,110,110,110,110,110,110,You had i bags with equal number of cookies. If you had j candies and k cookies in total How many cookies does each bag have?,( k / i )
111,111,111,111,111,111,111,111,111,111,He then went to see the oranges being harvested. He found out that they harvest i sacks per day and that each sack containes j oranges. How many sacks of oranges will they have after k days of harvest?,( i * k )
112,112,112,112,112,112,112,112,112,112,There were i roses and j orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now k orchids and l roses in the vase. How many orchids did she cut?,( k - j )
113,113,113,113,113,113,113,113,113,113,"Jack received i emails in the morning, j emails in the afternoon and k emails in the evening. How many more emails did Jack receive in the afternoon than in the evening?",( j - k )
114,114,114,114,114,114,114,114,114,114,Faye was placing her pencils into rows with i pencils in each row. She had j packs of pencils each one having k pencils. How many pencils does she have?,( j * k )
115,115,115,115,115,115,115,115,115,115,A farmer had i tomatoes in his garden. If he picked j of them yesterday and k today. How many did he have left after yesterday's picking?,( i - j )
116,116,116,116,116,116,116,116,116,116,Each pot has i flowers in it. There are i flowers in total. How many pots are there in all?,( j / i )
117,117,117,117,117,117,117,117,117,117,i campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of j campers went rowing that day How many campers went rowing in the afternoon?,( j - i )
118,118,118,118,118,118,118,118,118,118,Because of the decision Sofia asked the students to suggest specific types of food. If i students suggested adding mashed potatoes while j suggested adding bacon to the menu How many more students suggested bacon than those that suggested mashed potatoes?,( j - i )
119,119,119,119,119,119,119,119,119,119,Ed had i more marbles than Doug. Doug lost j of his marbles at the playground. If Ed had k marbles How many marbles did Doug have initially?,( k - i )
120,120,120,120,120,120,120,120,120,120,Rachel had to complete i pages of math homework. If she had to complete j more pages of math homework than reading homework How many pages of reading homework did she have to complete?,( i - j )
121,121,121,121,121,121,121,121,121,121,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked i chocolate chip cookies yesterday and j raisin cookies and k chocolate chip cookies this morning. How many more chocolate chip cookies than raisin cakes did Helen bake?,( ( i + k ) - j )
122,122,122,122,122,122,122,122,122,122,Tiffany was collecting cans for recycling. On monday she had some bags of cans. The next day she found i more bags worth of cans. If she had a total of j bags altogether How many bags did she have on monday?,( j - i )
123,123,123,123,123,123,123,123,123,123,Danny collects bottle caps. He found i bottle caps at the park while he threw away j old ones. Now he has k bottle caps in his collection. How many more bottle caps did danny throw away than those he found at the park?,( j - i )
124,124,124,124,124,124,124,124,124,124,Mary is baking a cake. The recipe calls for i cups of sugar and j cups of flour. She already put in k cups of sugar. How many more cups of flour than cups of sugar does she need to add now?,( j - ( i - k ) )
125,125,125,125,125,125,125,125,125,125,Kelly has i nintendo games. How many does she need to buy so that she will have j games left?,( j - i )
126,126,126,126,126,126,126,126,126,126,Mom buys i white t - shirts in total. If white t - shirts can be purchased in packages and mom buys j packages How many white t - shirts does each package have?,( i / j )
127,127,127,127,127,127,127,127,127,127,A farmer had i tomatoes in his garden. If he picked j of them yesterday and k today. How many will he have left after today?,( ( i - j ) - k )
128,128,128,128,128,128,128,128,128,128,Last week Fred had i dollars and Jason had j dollars. Over the weekend Fred delivered newspapers earning k dollars and washed cars earning l dollars. How much money does Fred have now?,( ( i + k ) + l )
129,129,129,129,129,129,129,129,129,129,Mary is baking a cake. The recipe calls for i cups of sugar and j cups of flour. She already put in k cups of flour and i cups of sugar. How many more cups of flour does she need to add?,( j - k )
130,130,130,130,130,130,130,130,130,130,There were i roses and j orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now k roses and l orchids in the vase. How many more orchids than roses are there in the vase now?,( l - k )
131,131,131,131,131,131,131,131,131,131,After Jessie started to go jogging everyday she lost i kilograms. She weighed j kilograms before beginning jogging. How much does she weigh now?,( j - i )
132,132,132,132,132,132,132,132,132,132,i children were riding on the bus. At the bus stop j children got on the bus while some got off the bus. Then there were 2 children altogether on the bus. How many children got off the bus at the bus stop?,( ( i + j ) - k )
133,133,133,133,133,133,133,133,133,133,There are i different books and j different movies in the ' crazy silly school ' series. If you read k of the books and watched l of the movies How many more books than movies have you read?,( k - l )
134,134,134,134,134,134,134,134,134,134,Emily is making bead necklaces for her friends. She made i necklaces and each necklace takes j beads. How many beads did Emily have?,( i * j )
135,135,135,135,135,135,135,135,135,135,A farmer had i tomatoes and j potatoes in his garden. If he picked k potatoes How many tomatoes and potatoes does he have left?,( ( i + j ) - k )
136,136,136,136,136,136,136,136,136,136,Last week Fred had i dollars and Jason had j dollars. Fred washed cars over the weekend and now has k dollars. Jason delivered newspapers and now has l dollars. How much money did they earn by washing cars?,( k - i )
137,137,137,137,137,137,137,137,137,137,A mailman has to give i pieces of junk mail to each house in each block. If there are j houses on a block How many pieces of junk mail should he give in each block?,( i * j )
138,138,138,138,138,138,138,138,138,138,Matthew gave equal numbers of crackers and cakes to his i friends. If he had j crackers and k cakes initially How many cakes did each person eat?,( k / i )
139,139,139,139,139,139,139,139,139,139,Jessica cut some roses from her flower garden to put in her vase. There are now i roses in the vase. If there were j roses in the vase initially How many roses did she cut?,( i - j )
140,140,140,140,140,140,140,140,140,140,i children were riding on the bus. At the bus stop j children got on the bus while some got off the bus. Then there were k children altogether on the bus. How many more children got off the bus than those that got on?,( i - k )
141,141,141,141,141,141,141,141,141,141,A book has i chapters. The first chapter is j pages long the second chapter is k pages long and the third chapter is l pages long. How many pages does the book have altogether?,( ( j + k ) + l )
142,142,142,142,142,142,142,142,142,142,"i red peaches, j yellow peaches and k green peaches are in the basket. How many peaches are in the basket?",( ( i + j ) + k )
143,143,143,143,143,143,143,143,143,143,Paige was helping her mom plant flowers and they put i seeds in each flower bed. If they planted j seeds altogther How many flower beds did they have?,( j / i )
144,144,144,144,144,144,144,144,144,144,Because of the decision Sofia asked the students to suggest specific types of food. If i students suggested adding mashed potatoes j suggested adding bacon to the menu and k suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon?,( i - j )
145,145,145,145,145,145,145,145,145,145,In a school there are i girls and j boys. k more girls and l more boys joined the school. How many boys are there in the school now?,( j + l )
146,146,146,146,146,146,146,146,146,146,After resting they decided to go for a swim. If the depth of the water is i times Dean's height and he stands at j feet How much deeper is the water than Dean's height?,( ( i * j ) - j)
147,147,147,147,147,147,147,147,147,147,Next on his checklist is wax to stick the feathers together. He needs i g of wax more. If the feathers require a total of j g of wax How many grams of wax does he already have?,( j - i )
148,148,148,148,148,148,148,148,148,148,Frank was reading through his favorite book. He read i pages per day. If the book had j pages How many days did he take to finish the book?,( j / i )
149,149,149,149,149,149,149,149,149,149,There are a total of i peaches in a basket. If there are j red peaches and some more green peaches in the basket. How many green peaches are in the basket?,( i - j )
150,150,150,150,150,150,150,150,150,150,After resting they decided to go for a swim. The depth of the water is i times Dean's height. Dean is j feet shorter than Ron. If Ron stands at k feet How deep was the water?,( ( k - j ) * i )
151,151,151,151,151,151,151,151,151,151,There are i pots in each of the j gardens. Each pot has k flowers in it. How many flowers are there in all?,( ( i * 10 ) * k )
152,152,152,152,152,152,152,152,152,152,Paige was helping her mom plant flowers and together they planted some seeds. They put i seeds in each flower bed. If there are j flowerbeds How many seeds did they plant?,( i * j )
153,153,153,153,153,153,153,153,153,153,Marco and his dad went strawberry picking. Together their strawberries weighed i pounds. Marco's strawberries weighed j pounds. How much more did his strawberries weigh than his dad's?,( j - ( i - j) )
154,154,154,154,154,154,154,154,154,154,Julia played tag with i kids on wednesday. She had played with j kids on monday and k kids on tuesday. How many more kids did she play with on monday than on wednesday?,( j - i )
155,155,155,155,155,155,155,155,155,155,Carol was sending out birthday invitations to i friends. If each package of invitations she bought had j invitations in it How many packs does she need so that no friend gets left out?,( i / j )
156,156,156,156,156,156,156,156,156,156,"A grocery store had i apples, j bottles of regular soda and k bottles of diet soda. How many more bottles than apple did they have?",( ( j + k ) - i )
157,157,157,157,157,157,157,157,157,157,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped i inches. The mouse jumped j inches lesser than the frog who jumped k inches farther than the grasshopper. How much farther did the mouse jump than the grasshopper?",( k - j )
158,158,158,158,158,158,158,158,158,158,Faye was placing her pencils and crayons into i rows with j pencils and k crayons in each row. How many pencils and crayons does she have altogether?,( ( j + k ) * i )
159,159,159,159,159,159,159,159,159,159,The school is planning a field trip. The school has i classrooms. There are j students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,( j / k )
160,160,160,160,160,160,160,160,160,160,Emily is making bead necklaces for her friends. She had i beads and she was able to make j necklaces. How many beads did each necklace need?,( j / i )
161,161,161,161,161,161,161,161,161,161,Paige raised i goldfish and j catfish in the pond but stray cats loved eating them. Now she has k left. How many fishes disappeared?,( ( i + j ) - k )
162,162,162,162,162,162,162,162,162,162,Paco had i sweet cookies and j salty cookies. He ate k salty cookies and l sweet cookies. How many more salty cookies than sweet cookies did he eat?,( k - l )
163,163,163,163,163,163,163,163,163,163,Steven has i peaches. Jake has j fewer peaches than Steven and k more peaches than Jill. How many peaches does Jill have?,( ( i - j ) - k )
164,164,164,164,164,164,164,164,164,164,Paul had i books. He sold j books in a garage sale. How many books does he have left with him?,( i - j )
165,165,165,165,165,165,165,165,165,165,An industrial machine made i shirts yesterday and j shirts today. It can make k shirts a minute. How many minutes did the machine work in all?,( ( i + j ) / k )
166,166,166,166,166,166,166,166,166,166,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had i invitations in it and she bought j packs. Then she bought k extra invitations. How many friends can she invite?,( ( i * j ) + k )
167,167,167,167,167,167,167,167,167,167,An industrial machine can make i shirts per minute. It made j shirts in all. How many minutes was the machine working?,( j / i )
168,168,168,168,168,168,168,168,168,168,Danny collects bottle caps. He found i bottle caps at the park while he threw away j old ones. Now he has k bottle caps in his collection. How many bottle caps did danny have at first?,( ( k + j ) - i )
